STR_ESID;STN_LABEL;ZIP_LABEL;COM_FOSNR;COM_NAME;COM_CANTON;STR_TYPE;STR_STATUS;STR_OFFICIAL;STR_MODIFIED;STR_EASTING;STR_NORTHING
10247343;Sur En;7546 Ardez;3762;Scuol;GR;Street;real;true;16.04.2024;2809047;1183170
10259545;Via Ogrèda;6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2733312;1125234
10238399;Via Vitg;7157 Siat;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2731603;1183569
10215985;Via Fieu;7141 Luven;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2734758;1179738
10261167;Via Resgia;7130 Ilanz;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2735300;1181966
10078325;Nairs;7550 Scuol, 7552 Vulpera, 7553 Tarasp;3762;Scuol;GR;Street;real;true;16.04.2024;2816630;1185874
10261447;Via da Funtanatscha;7554 Sent;3762;Scuol;GR;Street;real;true;16.04.2024;2822533;1189654
10258946;Via Tischinas Sut;7154 Ruschein;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2733703;1182375
10259542;Carà de Val;6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2732954;1125023
10261448;Alp Zeznina;7545 Guarda;3762;Scuol;GR;Street;real;true;16.04.2024;2806128;1182556
10261116;Via Fops;7154 Ruschein;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2731550;1189155
10259290;Via Val Verena Su;7031 Laax GR;3575;Laax;GR;Street;real;true;16.04.2024;2739798;1186126
10216470;Via Ladral Sura;7158 Waltensburg/Vuorz;3981;Breil/Brigels;GR;Street;real;true;16.04.2024;2726246;1184638
10261446;Via da Zuort;7554 Sent, 7557 Vnà;3762;Scuol;GR;Street;real;true;16.04.2024;2820152;1195263
10193135;Via d'Alp Veglia;7156 Rueun, 7157 Siat;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2730196;1183303
10259819;Valforada;7551 Ftan;3762;Scuol;GR;Street;real;true;16.04.2024;2814408;1186328
10261469;Via da Munclü;7550 Scuol, 7551 Ftan;3762;Scuol;GR;Street;real;true;16.04.2024;2816940;1186858
10261456;Via da God Plan;7551 Ftan;3762;Scuol;GR;Street;real;true;16.04.2024;2813717;1185087
10261458;Via da Sesvenna;7550 Scuol;3762;Scuol;GR;Street;real;true;16.04.2024;2822291;1178931
10252909;Chemin de Pra Rimbou;1699 Bouloz;2337;Le Flon;FR;Street;real;true;26.09.2023;2557917;1163765
10254022;Route de Domdidier;1773 Russy;2053;Belmont-Broye;FR;Street;real;true;26.09.2023;2566952;1188171
10259543;Senté del Torrion;6537 Grono, 6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2734392;1121868
10261129;Via Pardi;7128 Riein;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2737976;1178629
10259528;Via Salecc;6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2733017;1124479
10261481;Senda da Plan Surröven;7546 Ardez;3762;Scuol;GR;Street;real;true;16.04.2024;2810535;1179668
10259523;Via Promazzola;6537 Grono;3832;Grono;GR;Street;real;true;16.04.2024;2732075;1122516
10259540;Monti di Verdabbio;6538 Verdabbio;3832;Grono;GR;Street;real;true;16.04.2024;2733069;1127448
10261497;Via da Bain Crotsch;7550 Scuol, 7554 Sent;3762;Scuol;GR;Street;real;true;16.04.2024;2820288;1186319
10261488;Senda da Triazza;7550 Scuol;3762;Scuol;GR;Street;real;true;16.04.2024;2821171;1186007
10259285;Via Plaun Larisch;7032 Laax GR 2;3575;Laax;GR;Street;real;true;16.04.2024;2736135;1190068
10261453;Via dal Munt;7554 Sent;3762;Scuol;GR;Street;real;true;16.04.2024;2824267;1189203
10261498;Via Chant Zuort;7553 Tarasp;3762;Scuol;GR;Street;real;true;16.04.2024;2815106;1184663
10259292;Via Crap Tgietschen;7032 Laax GR 2;3575;Laax;GR;Street;real;true;16.04.2024;2732864;1191945
10259537;Strada de Pianezza;6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2732923;1125273
10254305;Route de Russy;1563 Dompierre FR;2053;Belmont-Broye;FR;Street;real;true;26.09.2023;2565875;1188807
10261145;Senda Muretg;7112 Duvin;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2738928;1171859
10261493;Via da Salez;7550 Scuol, 7551 Ftan;3762;Scuol;GR;Street;real;true;16.04.2024;2815987;1187501
10261487;Via da Teas;7546 Ardez;3762;Scuol;GR;Street;real;true;16.04.2024;2809083;1184864
10261115;Via Vitg;7156 Pigniu;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2728054;1185564
10021895;Chemin du Village;3280 Meyriez;2271;Meyriez;FR;Street;real;true;26.09.2023;2574828;1197051
10261117;Via Cuolms Fry;7156 Rueun;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2728983;1184281
10259817;Via Engiadina;7545 Guarda, 7546 Ardez, 7550 Scuol, 7551 Ftan, 7554 Sent;3762;Scuol;GR;Street;real;true;16.04.2024;2823273;1190015
10259532;Via Bosciol;6556 Leggia;3832;Grono;GR;Street;real;true;16.04.2024;2732981;1124707
10261135;Via Bosch;7141 Luven;3619;Ilanz/Glion;GR;Street;real;true;16.04.2024;2732838;1179744
10089544;Route de Lieffrens;1688 Sommentier;2113;Vuisternens-devant-Romont;FR;Street;real;true;26.09.2023;2559296;1165890
