ADR_EGAID,STR_ESID,BDG_EGID,STN_LABEL,ADR_NUMBER,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
102003376,10089888,502499,Nageldach,58,9044 Wald AR,3036,AR,real,True,23.07.2024,2754592,1253850
102003377,10030999,502525,Birli,88,9044 Wald AR,3036,AR,real,True,23.07.2024,2754573,1254019
102003378,10067957,502756,Spitz,151,9044 Wald AR,3036,AR,real,True,23.07.2024,2755480,1253749
102003379,10031004,502829,Hofguet,231,9044 Wald AR,3036,AR,real,True,23.07.2024,2756007,1252830
102003380,10122648,502769,Tanne,184,9044 Wald AR,3036,AR,real,True,23.07.2024,2756886,1254242
102003824,10091570,501408,Engelgass,347,9426 Lutzenberg,3033,AR,real,True,23.07.2024,2761881,1258724
102003828,10031298,493124,Dorf,16,9064 Hundwil,3002,AR,real,True,23.07.2024,2742065,1247783
102003829,10091493,495662,Nördli,1,9104 Waldstatt,3007,AR,real,True,23.07.2024,2739069,1245986
102003830,10090184,497942,Röhrersbühl,2,9042 Speicher,3023,AR,real,True,23.07.2024,2751752,1252342
102003832,10124097,498541,Egglistrasse,11,9053 Teufen AR,3024,AR,real,True,23.07.2024,2746380,1250611
102003833,10261278,499190,Schwendi,654,9053 Teufen AR,3024,AR,real,False,23.07.2024,2748244,1249614
102003834,10110843,502411,Säge,9,9411 Schachen b. Reute,3035,AR,real,True,23.07.2024,2759997,1254415
102003835,10067978,504205,Lehn,633,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2760818,1258075
102003840,10031839,491536,Au,13,9100 Herisau,3001,AR,real,True,23.07.2024,2738348,1249742
102003841,10031885,497441,Hauptstrasse,48,9042 Speicher,3023,AR,real,True,23.07.2024,2750985,1253256
102003846,10067857,496384,Rotbach,4,9056 Gais,3022,AR,real,True,23.07.2024,2751580,1247319
102003848,10030491,499751,Grueb,1,9043 Trogen,3025,AR,real,True,23.07.2024,2753701,1250795
102003853,10032148,494872,Chronbach,218,9107 Urnäsch,3006,AR,real,True,23.07.2024,2740320,1242865
102003854,10067623,501121,Badstrasse,15,9410 Heiden,3032,AR,real,True,23.07.2024,2757699,1256998
102003855,10110837,497345,Obere Hinterwies,19,9042 Speicher,3023,AR,real,True,23.07.2024,2750501,1253641
102003856,10029640,504086,Mühltobel,895,9427 Wolfhalden,3038,AR,real,True,23.07.2024,2760217,1258258
102003857,10031846,491417,Büel,2391,9100 Herisau,3001,AR,real,True,23.07.2024,2738489,1249326
102003859,10090189,498616,Hauptstrasse,43,9053 Teufen AR,3024,AR,real,True,23.07.2024,2746338,1250474
102003860,10113225,492487,Ebnetstrasse,2,9100 Herisau,3001,AR,real,True,23.07.2024,2738973,1250358
102003861,10113226,3075300,Huebstrasse,19,9100 Herisau,3001,AR,real,True,23.07.2024,2737999,1249720
102003862,10223100,2001915,Befang,905,9107 Urnäsch,3002,AR,real,True,23.07.2024,2740384,1243670
102003863,10187884,493220,Hinterbühl,215,9064 Hundwil,3002,AR,real,True,23.07.2024,2743369,1245908
102003864,10031316,493117,Rüti,91,9064 Hundwil,3002,AR,real,True,23.07.2024,2741904,1248123
102003867,10031790,493731,Unterholz,129,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2736654,1246588
102003868,10067419,493922,Risi,861,9103 Schwellbrunn,3004,AR,real,True,23.07.2024,2735680,1245449
102003869,10067432,494173,Lehmen,483,9063 Stein AR,3005,AR,real,True,23.07.2024,2743492,1250538
102003870,10131481,494570,Appenzellerstrasse,2,9107 Urnäsch,3006,AR,real,True,23.07.2024,2739490,1242354
102003872,10054672,495114,Langweid,439,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738191,1239649
102003873,10030775,495294,Sönderli,768,9107 Urnäsch,3006,AR,real,True,23.07.2024,2734828,1240934
102003875,10131483,494711,Bindlistrasse,37,9107 Urnäsch,3006,AR,real,True,23.07.2024,2738652,1241281
102003876,10067840,2004924,Trogenerstrasse,23,9055 Bühler,3021,AR,real,True,23.07.2024,2750101,1249036
102003878,10146194,495838,Bleichelistrasse,38,9055 Bühler,3021,AR,real,True,23.07.2024,2749850,1248567
102003879,10126553,495888,Tellstrasse,2,9055 Bühler,3021,AR,real,True,23.07.2024,2748680,1248904
102003880,10142272,495927,Dorfstrasse,86,9055 Bühler,3021,AR,real,True,23.07.2024,2749602,1248852
102003881,10147670,496133,Rüti,89,9055 Bühler,3021,AR,real,True,23.07.2024,2751295,1250167
102003882,10031979,496306,Gaiserau,44,9056 Gais,3022,AR,real,True,23.07.2024,2751977,1247319
102003883,10030707,496452,Riesern,5,9056 Gais,3022,AR,real,True,23.07.2024,2752055,1247682
102003884,10031983,496613,Gäbrisstrasse,2,9056 Gais,3022,AR,real,True,23.07.2024,2752707,1247951
102003885,10067858,496675,Rotenwies,63,9056 Gais,3022,AR,real,True,23.07.2024,2753327,1248417
102003886,10173907,496879,Neubruch Steinleuten,888,9055 Bühler,3022,AR,real,True,23.07.2024,2751879,1249783
102003887,10067850,496907,Kellersegg,823,9056 Gais,3022,AR,real,True,23.07.2024,2754412,1250059
102003888,10164768,496926,Haseltanne,1022,9056 Gais,3022,AR,real,True,23.07.2024,2753012,1249585
102003889,10188182,497047,Blumenau,3,9037 Speicherschwendi,3023,AR,real,True,23.07.2024,2750776,1254720
